1h,24h,7d,log_volume,price_lag1,volume_lag1,mktcap_lag1,price_2d_avg,volume_2d_avg,vol_to_mcap,vol_price_ratio,liquidity_level
0.2349398647620526,0.10694303832977525,1.7950824517255528,-0.33076677663099985,-0.05556603764103026,-0.3310806914548102,-0.08069676091553468,-0.14245130015692184,-0.10424156483612491,-0.25446239046450614,-0.06703195198954225,low
-0.3241745206783391,-0.35015084086983406,1.4060198358594185,-0.42852283167365823,-0.05556603764103026,-0.3310806914548102,-0.08069675142595076,-0.14245130015692184,-0.10424156483612491,-0.2612716113189671,-0.0670319528414436,low
0.4213113265755165,1.4782246759286033,0.6104086438635035,1.0223502506725306,-0.3121422815183673,0.9763064955371838,0.4381680871721495,-0.14204316040171913,-0.059809790605584535,0.251530065252281,-0.0670316358825225,high
-0.06325447413948959,-0.4517272584697472,0.2781753988542201,0.790210825025292,-0.3121422815183673,0.9763064955371838,0.4381681006518546,-0.14268775377911946,-0.10424156231019964,0.0008324891423833364,-0.06703178424103447,high
1.0177000043786009,1.8168127345949807,0.46177798162250827,1.3361470714402797,1.5869697333569175,1.2794982627770994,1.1973117150988746,-0.11284582798057768,0.02111958667657927,0.13147078871139492,-0.06703194750091152,high
-0.10052876650218609,0.8010485585958487,0.5666937432043871,1.4706211733954675,1.5869697333569175,1.2794982627770994,1.197311720296377,-0.14092461900504513,-0.10424156133374597,0.2704373510507132,-0.06703194467671927,high
0.9431514196532155,-0.028492185136775657,-0.023457415693681774,0.20990075356128501,-0.3946297118947871,0.19131447994039644,-0.5761069358859563,-0.11081067770372012,0.04771851905770127,-0.02502521645065446,-0.06703190762190245,medium
-0.28690022831564627,-0.637950690736253,-0.33820470043931855,0.06008875792334748,-0.3946297118947871,0.19131447994039644,-0.5761069202620626,-0.14276486490567192,-0.10424156382522559,-0.10739277248791841,-0.06703192308765227,medium
0.3094884494874381,0.19159005299636966,-0.11525870707782582,0.08078448963262631,-0.7268314081904234,0.06656181946357372,-0.46124026331587126,-0.14284186112035552,-0.09766033120365909,-0.12945608392962313,-0.06703103775560669,medium
-0.17507735122756793,-0.6210212878029359,-0.29886128984611393,-0.03519242480715204,-0.7268314081904234,0.06656181946357372,-0.46124024473037184,-0.14306857377435325,-0.10424156404561598,-0.1699432064785226,-0.06703127628776993,medium
0.2349398647620526,-0.1300686027366888,0.02025748496543445,1.7834167108714647,-0.4612510049996929,1.7116520114355949,3.01564151220973,-0.14289766976243914,0.24220907431292973,-0.18460553753699363,-0.06702736184211266,high
-0.28690022831564627,-0.09620979687005111,-0.15897360773694205,1.7125927217906118,-0.4612510049996929,1.7116520114355949,3.0156415122775035,-0.14282239144959377,-0.10424156065681255,-0.2035810574666539,-0.06702822966788942,high
0.16039128003666706,0.6656133351292979,1.3360759948048326,-0.6682594110227432,-0.03828174704664353,-0.6571674504007249,-0.9391506907488337,-0.1421501644676768,0.18001972229363622,-0.24296760912171847,-0.06703195427283785,low
-0.3241745206783391,0.07308423246313586,1.2005598027615723,-0.678945557814356,-0.03828174704664353,-0.6571674504007249,-0.9391506302615129,-0.14243054070047587,-0.1042415654135419,-0.245304669748711,-0.06703195434780954,low
0.0485684029485887,-0.35015084086983406,-0.714152846107718,0.06503581218037911,-0.6529098276865535,0.0513453831186935,-0.9802019084374888,-0.142265929692329,-0.10056993149783437,0.030754842738992053,-0.06703179092128718,medium
-0.5105459824918029,-0.19778621446996428,-0.6660664553826902,-0.01180959937468799,-0.6529098276865535,0.0513453831186935,-0.9802018970019001,-0.14300009133869612,-0.10424156403811816,-0.03220517500345131,-0.06703182312841487,medium
0.4213113265755165,-0.36708024380315296,-0.18957403819832339,-0.6433838721437098,2.8949099431294862,-0.6331326033448286,-0.7027777996458321,0.33503491279168823,-0.10113662896755796,-0.25274412919558953,-0.06703195567922149,low
-0.17507735122756793,0.05615482952981868,-0.2551463891869977,-1.578374919747476,2.8949099431294862,-0.6331326033448286,-0.7027777925994418,-0.1397302185049064,-0.10424156627247887,-0.28105011403011115,-0.06703195568141299,low
-0.24962593595295346,-0.35015084086983406,-0.05405784615506312,-0.24976430435011826,-0.3946297118947871,-0.2528157725765535,-0.7097554027468438,0.34792090122522173,-0.1028249516320029,-0.19325818254192947,-0.06703194188147499,medium
